variant,glom_a,glom_b,n_a,n_b,n_overlap,n_union,N,D_set,D_mag_sum,D_mag_mean,importance_sum,importance_mean,D_mag_sum_a,D_mag_sum_b,synergy
pn,VA1d,VM6,27,18,0,45,500,0.05600000000000005,0.46612846851348877,0.46270331740379333,0.2610642342567444,0.2593516587018967,0.21308988332748413,0.3640657067298889,-0.033448402573274194
pn,VA1d,VM6l,27,19,1,45,500,0.05600000000000005,0.4658321738243103,0.462230920791626,0.2609160869121552,0.259115460395813,0.21308988332748413,0.3691297769546509,-0.03772966535385791
pn,VA1d,VM6m,27,12,1,38,500,0.05600000000000005,0.4657387137413025,0.46213653683662415,0.26086935687065127,0.2590682684183121,0.21308988332748413,0.3689984083175659,-0.03771975012733009
pn,VA1d,VM6v,27,18,1,44,500,0.04800000000000004,0.484951376914978,0.48201364278793335,0.26647568845748903,0.2650068213939667,0.21308988332748413,0.39571332931518555,-0.039529328552788456
pn,VA1d,VM7d,27,17,0,44,500,0.02400000000000002,0.27664464712142944,0.2778666317462921,0.15032232356071473,0.15093331587314607,0.21308988332748413,0.09683513641357422,-0.012645784699259366
pn,VA1d,VM7v,27,13,0,40,500,0.020000000000000018,0.27855873107910156,0.27870917320251465,0.1492793655395508,0.14935458660125733,0.21308988332748413,0.09899049997329712,-0.012427778131840483
pn,VA1v,VA2,35,11,1,45,500,0.030000000000000027,0.28795093297958374,0.2916583716869354,0.15897546648979188,0.16082918584346773,0.27226507663726807,0.037478864192962646,-0.011588822018872236
pn,VA1v,VA3,35,22,2,55,500,0.03200000000000003,0.3564037084579468,0.3587351143360138,0.1942018542289734,0.1953675571680069,0.27226507663726807,0.15391600131988525,-0.02787141760414613
pn,VA1v,VA4,35,5,0,40,500,0.03400000000000003,0.34842896461486816,0.34944650530815125,0.1912144823074341,0.19172325265407564,0.27226507663726807,0.13133090734481812,-0.019410199814139162
pn,VA1v,VA5,35,12,1,46,500,0.030000000000000027,0.3732087016105652,0.3734390437602997,0.2016043508052826,0.20171952188014985,0.27226507663726807,0.18265801668167114,-0.03198299279812744
pn,VA1v,VA6,35,21,8,48,500,0.05800000000000005,0.43159496784210205,0.43436673283576965,0.24479748392105105,0.24618336641788485,0.27226507663726807,0.30973321199417114,-0.06607378408863696
pn,VA1v,VA7l,35,2,0,37,500,0.04800000000000004,0.4077218174934387,0.4091446101665497,0.22786090874671938,0.22857230508327486,0.27226507663726807,0.2288380265235901,-0.031076682838452996
pn,VA1v,VA7m,35,17,1,51,500,0.03200000000000003,0.3586605191230774,0.36071673035621643,0.1953302595615387,0.19635836517810823,0.27226507663726807,0.1587257981300354,-0.029114864052040446
pn,VA1v,VC1,35,17,0,52,500,0.04400000000000004,0.4980614185333252,0.49429845809936523,0.2710307092666626,0.26914922904968264,0.27226507663726807,0.37047135829925537,-0.04380860364393868
pn,VA1v,VC2,35,7,0,42,500,0.04600000000000004,0.4436179995536804,0.4407862722873688,0.24480899977684023,0.2433931361436844,0.27226507663726807,0.2858002185821533,-0.03663387725052303
pn,VA1v,VC3,35,24,1,58,500,0.03600000000000003,0.44405466318130493,0.4430515766143799,0.24002733159065248,0.23952578830718996,0.27226507663726807,0.29464036226272583,-0.04263049490679549
pn,VA1v,VC4,35,12,1,46,500,0.030000000000000027,0.3260608911514282,0.32884421944618225,0.17803044557571412,0.17942210972309114,0.27226507663726807,0.10284054279327393,-0.021044840014084798
pn,VA1v,VC5,35,30,1,64,500,0.06599999999999995,0.5771547555923462,0.5739585757255554,0.32157737779617307,0.3199792878627777,0.27226507663726807,0.48843318223953247,-0.05056020548982332
pn,VA1v,VL1,35,23,9,49,500,0.040000000000000036,0.3311547636985779,0.336270272731781,0.18557738184928896,0.18813513636589052,0.27226507663726807,0.1177147626876831,-0.026775456741873427
pn,VA1v,VL2a,35,14,3,46,500,0.050000000000000044,0.4229297637939453,0.4242416322231293,0.23646488189697268,0.23712081611156466,0.27226507663726807,0.2601777911186218,-0.038675777723717886
pn,VA1v,VL2p,35,33,4,64,500,0.07199999999999995,0.501625120639801,0.5020788311958313,0.2868125603199005,0.2870394155979156,0.27226507663726807,0.3817470669746399,-0.0484506285262043
pn,VA1v,VM1,35,12,1,46,500,0.03600000000000003,0.3571980595588684,0.35983937978744507,0.19659902977943422,0.19791968989372255,0.27226507663726807,0.15553343296051025,-0.028254127994259193
pn,VA1v,VM2,35,11,0,46,500,0.026000000000000023,0.336325466632843,0.3376774787902832,0.18116273331642152,0.1818387393951416,0.27226507663726807,0.11098241806030273,-0.016705391506150136
pn,VA1v,VM3,35,13,1,47,500,0.038000000000000034,0.3866860866546631,0.38741064071655273,0.21234304332733156,0.21270532035827638,0.27226507663726807,0.20366835594177246,-0.03379556538530437
pn,VA1v,VM4,35,19,0,54,500,0.03600000000000003,0.398298442363739,0.39880168437957764,0.21714922118186952,0.21740084218978883,0.27226507663726807,0.21491551399230957,-0.0303681593781846
pn,VA1v,VM5d,35,21,0,56,500,0.05400000000000005,0.5275130271911621,0.5216047167778015,0.2907565135955811,0.2878023583889008,0.27226507663726807,0.4126165509223938,-0.04502752350980899
pn,VA1v,VM5v,35,14,1,48,500,0.03200000000000003,0.4295463562011719,0.42853477597236633,0.23077317810058595,0.23026738798618318,0.27226507663726807,0.27131348848342896,-0.040163021184859815
pn,VA1v,VM6,35,18,0,53,500,0.06399999999999995,0.49526453018188477,0.4934203624725342,0.27963226509094236,0.27871018123626706,0.27226507663726807,0.3640657067298889,-0.04194387564145785
pn,VA1v,VM6l,35,19,1,53,500,0.06399999999999995,0.4949844479560852,0.49297216534614563,0.2794922239780426,0.2784860826730728,0.27226507663726807,0.3691297769546509,-0.04590925862417805
pn,VA1v,VM6m,35,12,1,46,500,0.06399999999999995,0.4948996901512146,0.4928867220878601,0.2794498450756073,0.27844336104393,0.27226507663726807,0.3689984083175659,-0.045898414884007366
pn,VA1v,VM6v,35,18,1,52,500,0.05400000000000005,0.5124030113220215,0.5109655261039734,0.28320150566101077,0.2824827630519867,0.27226507663726807,0.39571332931518555,-0.04783647469804464
pn,VA1v,VM7d,35,17,0,52,500,0.030000000000000027,0.3277708888053894,0.3306705355644226,0.17888544440269472,0.18033526778221132,0.27226507663726807,0.09683513641357422,-0.014964498408630789
pn,VA1v,VM7v,35,13,0,48,500,0.028000000000000025,0.3292074203491211,0.3311159014701843,0.17860371017456056,0.17955795073509218,0.27226507663726807,0.09899049997329712,-0.01509650019985287
pn,VA2,VA3,11,22,3,30,500,0.014000000000000012,0.15769904851913452,0.1570897251367569,0.08584952425956727,0.08554486256837845,0.037478864192962646,0.15391600131988525,-0.02792722008312154
pn,VA2,VA4,11,5,2,14,500,0.018000000000000016,0.14413267374038696,0.14169007539749146,0.08106633687019349,0.07984503769874574,0.037478864192962646,0.13133090734481812,-0.0197549645566788
pn,VA2,VA5,11,12,1,22,500,0.014000000000000012,0.20168167352676392,0.19841305911540985,0.10784083676338196,0.10620652955770493,0.037478864192962646,0.18265801668167114,-0.011609392346901615
pn,VA2,VA6,11,21,2,30,500,0.040000000000000036,0.31247180700302124,0.31286850571632385,0.17623590350151064,0.17643425285816194,0.037478864192962646,0.30973321199417114,-0.0231318201957329
pn,VA2,VA7l,11,2,0,13,500,0.04400000000000004,0.25309866666793823,0.25138163566589355,0.14854933333396914,0.1476908178329468,0.037478864192962646,0.2288380265235901,-0.004641634730351285
pn,VA2,VA7m,11,17,3,25,500,0.01200000000000001,0.16241157054901123,0.16151151061058044,0.08720578527450562,0.08675575530529023,0.037478864192962646,0.1587257981300354,-0.027844229141951615
pn,VA2,VC1,11,17,0,28,500,0.04400000000000004,0.38775235414505005,0.3802947402000427,0.21587617707252504,0.21214737010002138,0.037478864192962646,0.37047135829925537,-0.006313022622087772
pn,VA2,VC2,11,7,0,18,500,0.04800000000000004,0.3071671724319458,0.3003798723220825,0.17758358621597292,0.17418993616104128,0.037478864192962646,0.2858002185821533,-0.005400442764610602
pn,VA2,VC3,11,24,2,33,500,0.026000000000000023,0.3094164729118347,0.3050462007522583,0.16770823645591737,0.16552310037612916,0.037478864192962646,0.29464036226272583,-0.011659967420843742
pn,VA2,VC4,11,12,1,22,500,0.016000000000000014,0.12521600723266602,0.1249811053276062,0.07060800361633301,0.07049055266380311,0.037478864192962646,0.10284054279327393,-0.01124905301669088
pn,VA2,VC5,11,30,2,39,500,0.07399999999999995,0.49014490842819214,0.4837828278541565,0.28207245421409605,0.2788914139270782,0.037478864192962646,0.48843318223953247,-0.017461217099810966
pn,VA2,VL1,11,23,0,34,500,0.03600000000000003,0.14775198698043823,0.15375745296478271,0.09187599349021913,0.09487872648239137,0.037478864192962646,0.1177147626876831,-0.003029824295929018
pn,VA2,VL2a,11,14,2,23,500,0.040000000000000036,0.2633705735206604,0.2616516649723053,0.15168528676033022,0.15082583248615267,0.037478864192962646,0.2601777911186218,-0.024534913691564242
pn,VA2,VL2p,11,33,2,42,500,0.07199999999999995,0.3841976523399353,0.3818080425262451,0.22809882616996763,0.22690402126312254,0.037478864192962646,0.3817470669746399,-0.020720832348462892
pn,VA2,VM1,11,12,3,20,500,0.014000000000000012,0.15587317943572998,0.15542016923427582,0.084936589717865,0.08471008461713792,0.037478864192962646,0.15553343296051025,-0.031309901306350696
pn,VA2,VM2,11,11,0,22,500,0.016000000000000014,0.14172416925430298,0.1396857649087906,0.0788620846271515,0.0778428824543953,0.037478864192962646,0.11098241806030273,-0.0025776180246737113
pn,VA2,VM3,11,13,4,20,500,0.02200000000000002,0.22163397073745728,0.2190641164779663,0.12181698536872865,0.12053205823898316,0.037478864192962646,0.20366835594177246,-0.011879990744532165
pn,VA2,VM4,11,19,0,30,500,0.03400000000000003,0.239763081073761,0.2368997037410736,0.1368815405368805,0.13544985187053682,0.037478864192962646,0.21491551399230957,-0.004576507749632697
pn,VA2,VM5d,11,21,0,32,500,0.06000000000000005,0.4282376766204834,0.4183884561061859,0.24411883831024173,0.23919422805309298,0.037478864192962646,0.4126165509223938,-0.0063933388190839935
pn,VA2,VM5v,11,14,1,24,500,0.02200000000000002,0.28704947233200073,0.28263455629348755,0.15452473616600038,0.15231727814674378,0.037478864192962646,0.27131348848342896,-0.0115743589558015
pn,VA2,VM6,11,18,1,28,500,0.06599999999999995,0.37200021743774414,0.366679847240448,0.21900010871887204,0.21633992362022397,0.037478864192962646,0.3640657067298889,-0.015899584305262948
pn,VA2,VM6l,11,19,2,28,500,0.06599999999999995,0.3716472387313843,0.36612194776535034,0.2188236193656921,0.21606097388267514,0.037478864192962646,0.3691297769546509,-0.021126837636167295
pn,VA2,VM6m,11,12,3,20,500,0.06599999999999995,0.37151598930358887,0.3659806251525879,0.2187579946517944,0.21599031257629392,0.037478864192962646,0.3689984083175659,-0.021131641974186266
pn,VA2,VM6v,11,18,2,27,500,0.052000000000000046,0.39797377586364746,0.3933325707912445,0.22498688793182375,0.22266628539562228,0.037478864192962646,0.39571332931518555,-0.02038753151575179
pn,VA2,VM7d,11,17,0,28,500,0.01200000000000001,0.12832480669021606,0.12825186550617218,0.07016240334510804,0.0701259327530861,0.037478864192962646,0.09683513641357422,-0.0023599229895694407
pn,VA2,VM7v,11,13,0,24,500,0.016000000000000014,0.13037294149398804,0.12898313999176025,0.07318647074699403,0.07249156999588013,0.037478864192962646,0.09899049997329712,-0.0023863711673790533
